track_name,artist(s)_name,in_spotify_playlists,streams,in_apple_playlists,in_deezer_playlists,artist_count,released_year,released_month,released_day,in_spotify_charts,in_apple_charts,in_deezer_charts,in_shazam_charts,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,speechiness_%,liveness_%,key,mode
Under The Influence,Chris Brown,3859,929964809,133,3,1,2019,10,4,26,181,0,,117,73,31,69,6,0,4,11,A,Minor
Underneath the Tree,Kelly Clarkson,6596,485285717,144,251,1,2013,10,25,0,99,0,0,160,51,69,81,0,0,5,21,G#,Major
Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",8576,1230675890,216,331,2,2022,9,22,42,108,26,154,131,71,24,47,1,0,9,27,D,Major
United In Grief,Kendrick Lamar,2575,156898322,4,12,1,2022,5,13,0,5,0,51,87,52,32,83,24,0,43,17,G#,Major
Unstoppable,Sia,7681,939844851,119,1145,1,2016,1,21,13,66,2,,174,47,27,78,11,0,8,10,A,Major
Until I Found You,Stephen Sanchez,4427,726434358,69,154,1,2021,9,1,4,100,20,438,202,34,25,51,69,0,4,18,A#,Major
Until I Found You (with Em Beihold) - Em Beihold Version,"Em Beihold, Stephen Sanchez",2790,600976848,60,71,2,2022,4,22,30,96,0,115,101,34,32,57,78,0,3,20,A#,Major
Used (feat. Don Toliver),"SZA, Don Toliver",1042,94005786,7,3,2,2022,12,8,0,29,0,0,150,73,71,69,53,0,9,32,A#,Minor
VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beï¿½ï",1094,90839753,40,47,3,2023,5,12,34,58,8,203,127,82,89,85,4,0,6,23,B,Minor
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",415,152850295,15,21,2,2023,1,13,2,40,1,15,100,79,60,68,7,0,4,26,,Major
VOID,Melanie Martinez,596,67070410,29,12,1,2023,3,29,0,9,0,52,100,72,42,66,18,4,4,19,A,Major
Vai Lï¿½ï¿½ Em Casa ,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, George Henrique &",772,263894529,7,89,2,2021,10,22,0,3,0,0,158,46,62,83,53,0,28,97,G#,Minor
Vampiro,"Matuï¿½ï¿½, Wiu, ",540,187772591,26,39,3,2022,1,30,4,3,0,0,115,78,63,64,1,0,4,7,G#,Minor
Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,4576,448500832,79,93,1,2022,5,6,0,13,0,17,160,80,74,60,8,0,26,14,G#,Minor
Vigilante Shit,Taylor Swift,1948,253650850,12,16,1,2022,10,21,0,9,0,0,80,80,16,28,17,0,39,12,E,Minor
"Villano Antillano: Bzrp Music Sessions, Vol. 51","Bizarrap, Villano Antillano",1401,248511839,26,17,2,2022,6,8,0,16,0,1,128,82,42,75,6,0,6,63,C#,Minor
Vista Al Mar,Quevedo,1769,362361576,16,21,1,2022,9,8,34,19,3,4,105,76,49,56,80,12,13,10,,Minor
Viva La Vida,Coldplay,33898,1592909789,233,4095,1,2008,1,1,62,0,9,0,138,49,42,62,9,0,3,11,F,Minor
Volando - Remix,"Sech, Bad Bunny, Mora",3272,610045621,101,70,3,2021,7,8,19,34,1,2,154,66,63,69,21,0,7,11,F#,Major
Volvï¿,"Aventura, Bad Bunny",5375,673801126,138,133,2,2021,8,3,10,24,0,1,176,73,79,86,42,0,18,7,C#,Major
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",5491,556585270,128,75,3,2022,4,27,14,84,0,35,83,46,34,64,31,0,34,7,C#,Major
WANDA,Quevedo,888,175399345,11,7,1,2023,1,20,22,24,1,7,176,72,96,63,25,0,7,21,E,Minor
WHERE SHE GOES,Bad Bunny,3133,303236322,84,87,1,2023,5,18,50,133,15,425,144,65,23,80,14,63,6,11,A,Minor
WORTH NOTHING,"Twisted, Oliver Tree",1612,213438580,34,34,2,2022,9,28,0,54,0,2,140,58,17,62,18,0,8,20,D,Minor
Wait a Minute!,Willow,11985,924193303,79,250,1,2015,1,11,0,80,3,10,101,76,63,71,3,0,3,10,D#,Minor
Wake Me Up - Radio Edit,Avicii,50887,1970673297,315,6284,1,2013,1,1,34,160,1,46,124,53,66,78,0,0,5,16,D,Major
Watch This - ARIZONATEARS Pluggnb Remix,"sped up nightcore, ARIZONATEARS, Lil Uzi Vert",1638,207033255,0,21,3,2023,2,5,10,0,0,0,130,69,36,90,1,10,4,15,B,Minor
Watermelon Sugar,Harry Styles,21915,2322580122,437,1212,1,2019,11,17,34,115,12,,95,55,56,82,12,0,5,34,,Major
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",5481,489945871,144,86,3,2021,9,3,0,30,0,0,136,80,33,60,0,0,14,32,B,Minor
We Cry Together,"Kendrick Lamar, Taylour Paige",1635,68895644,4,6,2,2022,5,13,0,1,0,0,108,65,52,69,31,0,36,8,B,Major
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",2785,432719968,95,44,7,2021,11,19,0,89,0,,206,58,83,45,36,0,8,11,,Minor
We Found Love,"Rihanna, Calvin Harris",36843,1235005533,321,4607,2,2011,1,1,21,91,1,58,128,73,60,77,3,0,4,11,C#,Major
What Else Can I Do?,"Stephanie Beatriz, Diane Guerrero",802,154797871,13,8,2,2021,11,19,0,27,0,0,120,72,54,71,26,0,4,10,E,Major
What It Is (Solo Version),Doechii,804,95131998,29,24,1,2023,3,17,25,76,0,162,172,74,76,76,6,0,9,10,C#,Minor
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,873,30546883,80,95,1,2023,7,13,104,227,24,1173,78,44,14,9,96,0,3,10,,Major
When I R.I.P.,Labrinth,2578,203680270,8,66,1,2019,10,4,0,67,0,0,80,39,45,55,73,0,21,9,G#,Minor
When I Was Your Man,Bruno Mars,2420,1661187319,0,806,1,2012,12,5,11,0,0,0,145,60,43,27,94,0,4,14,,Major
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",3270,226897599,89,65,2,2021,12,29,0,21,0,0,125,69,70,89,4,0,3,49,,Major
When You're Gone,Shawn Mendes,2092,255120451,75,44,1,2022,3,31,0,11,0,14,147,60,58,69,2,0,4,58,F,Major
Where Are You Now,"Lost Frequencies, Calum Scott",10565,972509632,238,557,2,2021,7,30,44,122,17,58,121,67,26,64,52,0,10,17,F#,Minor
Where Did You Go?,"MNEK, Jax Jones",4531,300983101,135,119,2,2022,1,26,0,74,1,18,127,77,53,78,19,0,4,29,A#,Major
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",11940,395591396,73,123,3,1942,1,1,0,79,0,0,96,23,19,25,91,0,3,40,A,Major
Why'd You Only Call Me When You're High?,Arctic Monkeys,23389,1267333350,54,1089,1,2013,1,1,29,70,2,1,92,70,81,63,4,0,4,8,D,Major
Wild Flower (with youjeen),RM,353,135611421,2,14,1,2022,12,2,2,74,0,2,155,49,42,77,3,0,9,12,G#,Major
With you,"HA SUNG WOON, Jimin",343,240580042,4,11,2,2022,4,24,2,35,1,1,150,53,14,43,64,0,3,13,D#,Major
Without Me,Eminem,21081,1687664027,98,3889,1,2002,1,1,43,76,5,0,112,92,67,66,0,0,9,36,G,Major
Woman,Doja Cat,9424,1329090101,202,463,1,2021,6,25,0,50,4,,108,82,88,76,9,0,9,12,F,Minor
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1685,403939487,1,29,1,1979,11,16,0,0,0,0,95,75,74,58,36,0,3,9,B,Major
Worldwide Steppers,Kendrick Lamar,1480,61739839,1,5,1,2022,5,13,0,0,0,0,72,56,56,47,76,0,36,8,A#,Minor
Worst Day,Future,910,50746620,20,24,1,2022,2,11,0,3,0,0,89,65,60,60,11,0,40,10,C#,Major
"Would've, Could've, Should've",Taylor Swift,1715,177503916,4,8,1,2022,10,21,0,5,0,0,158,48,55,84,43,0,12,15,G,Major
X SI VOLVEMOS,"Karol G, Romeo Santos",2127,266624541,45,53,2,2023,2,2,33,80,8,4,178,79,58,78,34,0,25,11,C#,Minor
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2697,349746291,55,32,2,2022,3,25,1,3,0,0,90,81,59,83,9,0,5,11,G,Major
XQ Te Pones Asï¿,"Yandel, Feid",308,47093942,6,6,2,2022,9,13,0,1,0,0,92,81,48,70,13,0,7,15,A#,Major
Ya No Somos Ni Seremos,Christian Nodal,866,319757142,27,32,1,2022,2,18,16,84,7,11,140,59,73,45,44,0,3,34,G,Major
Yandel 150,"Yandel, Feid",3618,585695368,47,80,2,2022,12,20,38,74,14,194,168,78,58,73,5,0,7,10,F#,Minor
Yellow,Chris Molitor,31358,1755214421,196,4053,1,1999,1,1,43,2,5,0,173,43,28,66,0,0,3,23,B,Major
Yet To Come,BTS,829,302006641,32,26,1,2022,6,10,0,110,0,0,172,56,68,89,4,0,19,33,C#,Major
Yo No Soy Celoso,Bad Bunny,1179,313113297,7,11,1,2022,5,6,0,21,0,0,142,87,93,59,28,0,5,17,,Major
Yo Voy (feat. Daddy Yankee),Zion & Lennox,2954,527033089,18,0,1,2004,5,4,2,82,0,5,95,81,56,70,4,0,24,5,A#,Major
Yonaguni,Bad Bunny,9644,1260594497,120,164,1,2021,6,4,28,86,4,0,180,64,44,65,28,0,12,14,C#,Major
You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,2619,350381515,47,1,1,2021,4,9,12,90,0,7,130,63,49,73,5,0,3,9,F#,Major
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2577,180577478,108,30,2,2005,9,20,0,56,0,0,93,63,93,88,1,0,4,12,F,Major
You Proof,Morgan Wallen,2128,367814306,37,9,1,2022,5,13,9,88,0,14,120,73,64,85,25,0,3,61,A,Major
You Right,"Doja Cat, The Weeknd",5073,672656250,83,100,2,2021,6,24,0,9,0,4,129,83,44,62,2,0,6,8,G#,Major
"You're On Your Own, Kid",Taylor Swift,2537,348647203,8,20,1,2022,10,21,2,18,0,1,120,69,40,39,41,0,6,13,D,Major
ZOOM,Jessi,608,136996305,5,14,1,2022,4,13,0,29,0,0,100,87,46,60,1,0,16,13,F#,Major
Zona De Perigo,Leo Santana,531,134294498,20,71,1,2022,12,8,4,1,2,0,135,81,97,77,75,0,3,35,F,Major
august,Taylor Swift,7324,607123776,25,61,1,2020,7,24,22,81,1,44,90,51,42,61,53,0,3,9,F,Major
cardigan,Taylor Swift,7923,812019557,106,142,1,2020,7,24,29,112,4,215,130,61,53,58,55,0,4,27,,Minor
ceilings,Lizzy McAlpine,3242,293186992,67,48,1,2022,4,8,9,55,0,6,148,51,27,33,48,0,3,22,A,Major
cï¿½ï¿½mo dormi,Rels B,1452,331511413,16,20,1,2022,8,4,35,15,0,0,126,63,56,43,24,0,23,12,C#,Major
deja vu,Olivia Rodrigo,7545,1256880657,117,141,1,2021,4,1,4,39,0,46,181,44,22,60,61,0,9,42,A,Major
die first,Nessa Barrett,767,131746175,25,22,1,2022,6,24,0,0,0,0,183,44,44,67,7,0,13,12,G#,Minor
drivers license,Olivia Rodrigo,12685,1858144199,185,485,1,2021,1,8,3,61,0,,144,59,21,43,76,0,7,10,A#,Major
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",6308,560222750,114,63,2,2021,8,27,5,15,0,2,134,71,14,61,1,0,33,23,C#,Major
favorite crime,Olivia Rodrigo,3681,783706581,20,99,1,2021,5,21,0,21,0,7,173,40,19,29,86,0,4,34,A,Major
fukumean,Gunna,1096,95217315,60,48,1,2023,5,15,83,210,11,953,130,85,22,62,12,0,9,28,C#,Minor
golden hour,JVKE,4511,751134527,70,109,1,2022,7,15,36,58,18,230,94,51,14,59,65,18,3,25,C#,Minor
good 4 u,Olivia Rodrigo,15563,1887039593,259,461,1,2021,5,14,6,55,1,,166,56,68,66,28,0,18,11,F#,Minor
happier,Olivia Rodrigo,3069,850608354,25,105,1,2021,5,21,4,46,0,45,169,39,36,45,81,0,13,8,F#,Major
"jealousy, jealousy",Olivia Rodrigo,3257,665765558,10,70,1,2021,5,21,0,0,0,0,164,70,71,58,24,0,13,7,A#,Minor
love nwantiti (ah ah ah),Ckay,5669,726837877,74,262,1,2019,7,26,2,0,14,,93,74,53,73,61,0,4,13,F,Minor
lovely - Bonus Track,"Billie Eilish, Khalid",15032,2355719893,221,1078,2,2017,8,11,30,96,2,136,115,35,12,30,93,0,3,10,E,Minor
on the street (with J. Cole),"j-hope, J. Cole",615,116599790,22,8,2,2023,3,3,2,82,0,9,94,68,81,82,53,0,13,9,B,Minor
positions,Ariana Grande,8207,1252563873,175,95,1,2020,10,23,0,55,0,2,144,73,66,80,44,0,12,9,,Major
psychofreak (feat. WILLOW),"Camila Cabello, Willow",918,75476209,24,52,2,2022,4,7,0,0,0,0,180,63,45,64,34,0,8,9,G,Minor
pushin P (feat. Young Thug),"Young Thug, Future, Gunna",3517,311395144,54,43,3,2022,1,7,0,28,0,0,78,77,49,42,1,1,19,13,C#,Minor
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",870,176290831,32,49,4,2022,3,17,0,0,0,0,135,93,77,45,25,0,27,13,D#,Minor
she's all i wanna be,Tate McRae,2711,343197054,105,51,1,2022,2,4,0,12,0,12,160,61,65,64,1,0,4,12,D,Minor
this is what falling in love feels like,JVKE,2005,346127840,16,43,1,2021,9,3,0,5,0,7,129,42,33,44,62,0,6,8,B,Major
thought i was playing,"21 Savage, Gunna",807,60680939,3,5,2,2022,1,7,0,0,0,0,148,68,29,73,0,0,7,7,C#,Major
traitor,"Juan Cruz Toledo, Huilen Toledo",5257,1230855859,85,134,2,2021,5,21,6,43,0,,176,29,12,33,68,0,5,12,D#,Major
un x100to,"Bad Bunny, Grupo Frontera",2876,505671438,41,54,2,2023,4,17,40,205,12,251,83,57,56,72,23,0,5,27,F#,Minor
vampire,Olivia Rodrigo,1397,140003974,94,91,1,2023,6,30,113,207,14,949,138,51,32,53,17,0,6,31,F,Major
we fell in love in october,girl in red,6858,723043854,31,15,1,2018,11,21,0,21,0,4,130,57,24,37,11,18,3,16,G,Major
you broke me first,Tate McRae,6638,1180094974,167,318,1,2020,4,17,0,19,0,1,124,64,8,37,79,0,5,9,E,Major
ýýý98 Braves,Morgan Wallen,282,56533272,6,0,1,2023,3,3,0,15,0,0,142,49,48,67,10,0,3,26,D,Major
ýýýabcdefu,Gayle,7215,1007612429,170,575,1,2021,8,13,0,12,18,,122,70,42,54,30,0,5,37,E,Major
ýýýýýýýýýýýý,YOASOBI,356,143573775,35,8,1,2023,4,12,16,102,1,117,166,57,84,94,11,0,9,37,C#,Major
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,685,403097450,24,9,1,2020,5,20,14,94,0,23,158,60,52,76,17,0,5,19,F#,Minor
